n_components_mean,n_components_std,frac_largest_mean,frac_largest_std,avg_degree_mean,avg_degree_std,clustering_mean,clustering_std,path_length_LCC_mean,path_length_LCC_std,modularity_Q_mean,modularity_Q_std,homophily_mean,homophily_std,std_opinion_mean,std_opinion_std,epsilon_mean,epsilon_std,p_cut_mean,p_cut_std,epsilon,p_cut,n_seeds
1.0,0.0,1.0,0.0,3.993,0.005700877125495724,0.3144166666666667,0.01874756975936044,6.375899749373433,0.21597545927297404,0.7708351897969135,0.012045175138340424,0.17993172718945555,0.15280697890992717,0.08123716697489666,0.009127082523280183,0.4,0.0,0.01,0.0,0.4,0.01,5
1.0,0.0,1.0,0.0,3.9770000000000003,0.019557607215607956,0.3133440476190476,0.020507396106478934,6.412398496240601,0.25849626696662004,0.7745188171169282,0.01249667347082267,0.4379116662084527,0.09991179152752741,0.07693595274276968,0.017850995733477745,0.4,0.0,0.042222222222222223,0.0,0.4,0.042222222222222223,5
2.4,1.140175425099138,0.9964999999999999,0.0028504385627478378,3.9530000000000003,0.018234582528810557,0.32600714285714283,0.025032168362885507,6.463840310814322,0.2468154927080394,0.7737803719042105,0.014828425239346405,0.6055281691719376,0.1507306002312052,0.07375257189644017,0.009337491147695541,0.4,0.0,0.07444444444444444,0.0,0.4,0.07444444444444444,5
2.4,0.8944271909999159,0.9955000000000002,0.0032596012026013103,3.9450000000000003,0.014142135623730885,0.3295821428571429,0.020056301140028314,6.474642422939446,0.23734715026555445,0.7740623069263582,0.01631521495787807,0.6794564652547951,0.05207829083360381,0.07367223988292984,0.005745869283772368,0.4,0.0,0.10666666666666666,0.0,0.4,0.10666666666666666,5
3.6,0.8944271909999159,0.9925,0.0017677669529663704,3.928,0.02018662923818642,0.3391440476190476,0.023612483186757335,6.510037147275371,0.2904260733427641,0.779311422482037,0.01714098605133681,0.8173561204610467,0.1387439103463878,0.08151184466696268,0.005096258780382791,0.4,0.0,0.1388888888888889,0.0,0.4,0.1388888888888889,5
5.6,1.9493588689617927,0.9800000000000001,0.010458250331675948,3.9019999999999997,0.02841654447676563,0.3544190476190476,0.026196354048216356,6.624898054381454,0.22891846958110007,0.7898696329404091,0.015420134165193087,0.860417810229464,0.07923996460826181,0.08952846436527892,0.01817932108481829,0.4,0.0,0.1711111111111111,0.0,0.4,0.1711111111111111,5
5.6,1.51657508881031,0.9835,0.004541475531146248,3.9209999999999994,0.015572411502397453,0.34224047619047615,0.02887717435252134,6.585454127669405,0.19561103236244562,0.7846533615090185,0.013590799218647854,0.9156592300218884,0.05742232219487244,0.07228287375542403,0.00921508536710717,0.4,0.0,0.2033333333333333,3.1031676915590914e-17,0.4,0.20333333333333334,5
6.8,1.6431676725154984,0.975,0.014895469109766258,3.915,0.019039432764659716,0.37468015873015875,0.019005755261812994,6.686636198491181,0.1343958168981512,0.7909157638258701,0.006764077633969125,0.8884939616380694,0.07900354640261129,0.08696847816696794,0.010732984361122954,0.4,0.0,0.23555555555555557,0.0,0.4,0.23555555555555557,5
7.4,2.8809720581775866,0.9765,0.011805718953117599,3.8950000000000005,0.04898979485566355,0.37323740981240977,0.03250173228270222,6.716811414015998,0.3200292608993239,0.7942522195906063,0.018220663495624876,0.9469787654431073,0.03639296026288071,0.08498500045964906,0.01764570767970922,0.4,0.0,0.2677777777777778,0.0,0.4,0.2677777777777778,5
9.0,2.8284271247461903,0.9690000000000001,0.012942179105544785,3.903,0.025884358211089514,0.38235119047619043,0.0387572256173825,6.706906444151215,0.3104881752743338,0.7940305668128467,0.014937523943543973,0.9797744385494058,0.01700487106414722,0.09153263646023356,0.01082112217640159,0.4,0.0,0.3,0.0,0.4,0.3,5
